Method, Min_Attack, Max_Attack, Min_Lift, Max_Lift, Angle_1, Angle_2, Angle_3, Time, Hits, Misses, Fail_0, Fail_1, Fail_2, Fail_3, Fail_4, Avg_Error, Std_Dev, Min_Error, Max_Error, Rng_0%, Rng_1%, Rng_2%, Rng_3%, Rng_4%, Rng_5%, Rng_6%, Rng_7%, Rng_8%, Rng_9%, Rng_10%, Rng_11%, Rng_12%, Rng_13%, Rng_14%, Rng_15%
EC, 60, 90, 100, 200, 0, 93, 189, 3.065631, 999998, 2, 0, 2, 0, 0, 0, 9.40406e-06, 0.00196447, 5.51299e-17, 0.806298, 0.002300, 0.004200, 0.005900, 0.008900, 0.017000, 0.034900, 0.060300, 0.115600,  0.248400, 0.837700, 2.261700, 49.355600, 41.735000, 4.819700, 0.454000, 0.038600

LT, 60, 90, 100, 200, 0, 102, 333, 1.874368, 1000000, 0, 0, 0, 0, 0, 0, 3.75559e-09, 2.47994e-06, 2.50602e-15, 0.00227875, 0.000000, 0.000000, 0.000100, 0.000300, 0.000100, 0.002100, 0.009600, 0.056100,  0.466300, 4.867400, 47.887400, 37.985600, 8.090000, 0.628800, 0.006200, 0.000000
EC, 60, 90, 100, 200, 0, 102, 333, 3.106077, 999982, 18, 0, 18, 0, 0, 0, 3.19125e-05, 0.00377162, 2.04168e-16, 0.956116, 0.007600, 0.008800, 0.011300, 0.023200, 0.041600, 0.076900, 0.139800, 0.288900,  0.424200, 0.860500, 27.334000, 61.111800, 8.703400, 0.879700, 0.081100, 0.005400

LT, 60, 90, 100, 200, 0, 68, 201, 1.874449, 1000000, 0, 0, 0, 0, 0, 0, 7.13965e-09, 3.52106e-06, 1.14812e-15, 0.00299045, 0.000000, 0.000000, 0.000300, 0.000300, 0.001000, 0.003200, 0.010800, 0.042300,  0.173900, 1.084000, 11.377400, 64.483900, 20.763500, 2.000900, 0.058500, 0.000000
EC, 60, 90, 100, 200, 0, 68, 201, 3.066389, 999997, 3, 0, 3, 0, 0, 0, 3.39665e-06, 0.00110329, 0, 0.767852, 0.000900, 0.002000, 0.001900, 0.004200, 0.006900, 0.012600, 0.024400, 0.045700,  0.129800, 0.671100, 2.322100, 56.533900, 35.899600, 3.963500, 0.355200, 0.025900

LT, 60, 90, 100, 200, 0, 173, 188, 1.682334, 1000000, 0, 0, 0, 0, 0, 0, 9.75937e-08, 3.09899e-05, 1.14083e-14, 0.0177722, 0.000000, 0.000400, 0.000800, 0.003700, 0.008900, 0.026200, 0.138100, 0.250100,  0.927700, 22.923500, 65.119400, 9.710800, 0.860800, 0.029600, 0.000000, 0.000000
EC, 60, 90, 100, 200, 0, 173, 188, 3.130092, 1000000, 0, 0, 0, 0, 0, 0, 6.13035e-10, 2.24901e-07, 2.17187e-16, 0.000196901, 0.000000, 0.000000, 0.000000, 0.000100, 0.000700, 0.002200, 0.016200, 0.268500,  0.819600, 2.645000, 66.477200, 26.692100, 2.800600, 0.256400, 0.020200, 0.001200

LT, 60, 90, 100, 200, 0, 145, 201, 1.730639, 1000000, 0, 0, 0, 0, 0, 0, 2.2898e-08, 1.48955e-05, 2.02149e-15, 0.014635, 0.000000, 0.000100, 0.000200, 0.000900, 0.002600, 0.007700, 0.026600, 0.078100,  0.307300, 1.588300, 19.088100, 66.599600, 11.269400, 1.015000, 0.016100, 0.000000
EC, 60, 90, 100, 200, 0, 145, 201, 3.060054, 1000000, 0, 0, 0, 0, 0, 0, 1.99374e-06, 0.000751434, 7.68545e-17, 0.555087, 0.000600, 0.000700, 0.001800, 0.002100, 0.004000, 0.007200, 0.015800, 0.033500,  0.172600, 0.823800, 2.617300, 63.941000, 29.019400, 3.062000, 0.276600, 0.021600

LT, 60, 90, 100, 200, 0, 154, 323, 1.909092, 1000000, 0, 0, 0, 0, 0, 0, 7.26227e-09, 4.77651e-06, 1.06988e-15, 0.00375793, 0.000000, 0.000000, 0.000200, 0.000100, 0.001000, 0.001400, 0.008400, 0.033600,  0.239100, 1.994200, 30.592400, 51.464200, 14.308600, 1.334900, 0.021900, 0.000000
EC, 60, 90, 100, 200, 0, 154, 323, 3.060851, 999999, 1, 0, 1, 0, 0, 0, 2.15672e-06, 0.00096656, 1.52866e-16, 0.588661, 0.000500, 0.000200, 0.001400, 0.001900, 0.003300, 0.005000, 0.013300, 0.038000,  0.363300, 0.993800, 9.783100, 71.657600, 15.433900, 1.545100, 0.149800, 0.009700

LT, 60, 90, 100, 200, 0, 199, 355, 1.831071, 1000000, 0, 0, 0, 0, 0, 0, 2.65708e-09, 7.25609e-07, 2.16852e-15, 0.000597571, 0.000000, 0.000000, 0.000000, 0.000200, 0.001200, 0.010300, 0.100600, 0.980100,  14.960300, 49.159800, 23.515400, 9.268800, 1.963400, 0.039700, 0.000200, 0.000000
EC, 60, 90, 100, 200, 0, 199, 355, 3.077578, 999989, 11, 0, 11, 0, 0, 0, 2.29007e-05, 0.00326062, 2.48229e-15, 0.989031, 0.005000, 0.005800, 0.011200, 0.018000, 0.035900, 0.055800, 0.175400, 0.381100,  0.950600, 64.073100, 30.652400, 3.284100, 0.320100, 0.028500, 0.001900, 0.000000

LT, 60, 90, 100, 200, 0, 1, 2, 1.790041, 999977, 23, 0, 5, 18, 0, 0, 0.029124, 0.0538904, 5.02431e-11, 0.96459, 13.222900, 16.406900, 4.681000, 18.210500, 30.485200, 11.199600, 3.778500, 1.641900,  0.335300, 0.034400, 0.001500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 100, 200, 0, 1, 2, 3.434324, 992715, 7285, 0, 6966, 144, 0, 175, 0.00923381, 0.0502428, 6.923e-13, 0.999826, 3.437300, 2.899000, 5.876000, 11.007400, 22.040800, 21.902700, 14.554900, 12.727200,  4.338900, 0.438100, 0.044200, 0.004500, 0.000500, 0.000000, 0.000000, 0.000000


LT, 60, 90, 1000, 2000, 0, 80, 230, 1.834294, 999995, 5, 0, 0, 5, 0, 0, 9.58572e-09, 4.06818e-06, 1.99734e-14, 0.00381407, 0.000000, 0.000000, 0.000100, 0.001000, 0.003100, 0.012700, 0.072300, 0.548000,  6.095000, 63.452500, 26.797100, 2.739900, 0.270200, 0.007600, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 80, 230, 3.073501, 999997, 3, 0, 3, 0, 0, 0, 2.28817e-06, 0.000530693, 4.39571e-16, 0.329324, 0.000400, 0.002800, 0.002300, 0.003900, 0.010500, 0.015400, 0.030900, 0.075600,  0.239900, 49.706100, 44.326000, 5.019100, 0.513200, 0.048800, 0.004500, 0.000300

LT, 60, 90, 1000, 2000, 0, 70, 300, 1.876359, 1000000, 0, 0, 0, 0, 0, 0, 4.9866e-09, 9.67571e-07, 2.73665e-15, 0.000556584, 0.000000, 0.000000, 0.000000, 0.000900, 0.002500, 0.015400, 0.109300, 0.921200,  18.180700, 62.704200, 16.264700, 1.653500, 0.145000, 0.002500, 0.000100, 0.000000
EC, 60, 90, 1000, 2000, 0, 70, 300, 3.108644, 999978, 22, 0, 22, 0, 0, 0, 2.1796e-05, 0.00310286, 3.79875e-16, 0.894933, 0.004900, 0.007800, 0.011300, 0.021000, 0.035900, 0.067000, 0.135000, 0.269900,  1.121400, 68.226400, 26.982400, 2.817700, 0.268500, 0.026000, 0.002300, 0.000300

LT, 60, 90, 1000, 2000, 0, 33, 65, 1.793472, 999990, 10, 0, 3, 7, 0, 0, 6.1083e-08, 1.42141e-05, 9.39793e-14, 0.0123642, 0.000000, 0.000100, 0.000400, 0.003500, 0.022300, 0.201700, 2.099700, 33.508700,  51.202800, 11.657700, 1.193500, 0.103700, 0.004800, 0.000100, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 33, 65, 3.195747, 999951, 49, 0, 49, 0, 0, 0, 3.10682e-05, 0.00313956, 4.53032e-16, 0.992812, 0.007900, 0.022300, 0.024000, 0.048700, 0.089300, 0.164400, 0.324900, 0.957500,  30.427900, 59.317100, 7.740500, 0.782700, 0.079600, 0.007300, 0.000900, 0.000100

LT, 60, 90, 1000, 2000, 0, 30, 200, 1.891293, 999997, 3, 0, 0, 3, 0, 0, 6.41409e-09, 8.2329e-07, 2.77743e-14, 0.000512246, 0.000000, 0.000000, 0.000000, 0.000700, 0.003800, 0.034700, 0.262100, 2.580900,  38.989900, 44.921100, 11.884700, 1.225400, 0.095400, 0.001000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 30, 200, 3.086878, 1000000, 0, 0, 0, 0, 0, 0, 2.19285e-06, 0.00115179, 1.76096e-16, 0.792484, 0.000400, 0.000300, 0.000100, 0.001200, 0.002600, 0.005500, 0.017100, 0.121300,  17.545600, 70.071900, 10.988500, 1.122600, 0.111600, 0.010500, 0.000700, 0.000100

LT, 60, 90, 1000, 2000, 0, 130, 250, 1.850912, 999999, 1, 0, 0, 1, 0, 0, 1.3066e-08, 5.27507e-06, 1.82527e-14, 0.00491757, 0.000000, 0.000000, 0.000200, 0.001200, 0.004700, 0.015500, 0.075200, 0.470300,  4.544000, 62.539100, 29.015500, 3.038700, 0.288200, 0.007300, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 130, 250, 3.066497, 999990, 10, 0, 10, 0, 0, 0, 5.21105e-06, 0.00134721, 2.88678e-16, 0.890206, 0.000900, 0.004100, 0.004400, 0.008100, 0.015900, 0.026500, 0.054900, 0.106800,  0.274800, 41.698400, 51.073900, 6.048300, 0.615300, 0.060900, 0.004900, 0.000900

LT, 60, 90, 1000, 2000, 0, 24, 55, 1.788444, 999993, 7, 0, 2, 5, 0, 0, 7.11224e-08, 7.90051e-06, 1.96475e-13, 0.00568316, 0.000000, 0.000000, 0.000500, 0.004800, 0.033400, 0.320000, 4.686500, 49.602500,  36.819300, 7.699100, 0.763200, 0.068400, 0.001600, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 24, 55, 3.225906, 999946, 54, 0, 53, 1, 0, 0, 4.09555e-05, 0.00313767, 2.57444e-15, 0.949062, 0.014400, 0.023000, 0.030200, 0.065700, 0.109800, 0.195600, 0.403800, 1.256100,  46.237400, 45.830800, 5.239200, 0.534600, 0.049300, 0.004500, 0.000200, 0.000000

LT, 60, 90, 1000, 2000, 0, 190, 210, 1.804001, 999985, 15, 0, 6, 9, 0, 0, 1.14677e-07, 3.0629e-05, 2.937e-13, 0.0260404, 0.000000, 0.000100, 0.001500, 0.007800, 0.025400, 0.092400, 0.564200, 9.427600,  71.485200, 16.592400, 1.637800, 0.156100, 0.008000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 190, 210, 8.433409, 999993, 7, 0, 7, 0, 0, 0, 8.31647e-06, 0.00166372, 2.00568e-15, 0.676284, 0.002600, 0.002700, 0.003700, 0.009700, 0.014100, 0.030900, 0.064900, 0.222800,  48.897000, 45.084100, 5.098000, 0.516400, 0.047500, 0.004600, 0.000300, 0.000000

LT, 60, 90, 1000, 2000, 0, 42, 244, 1.916393, 999996, 4, 0, 1, 3, 0, 0, 4.85901e-09, 6.91299e-07, 5.14603e-14, 0.000380771, 0.000000, 0.000000, 0.000000, 0.000600, 0.004200, 0.022900, 0.181500, 1.626900,  24.646500, 57.252800, 14.658800, 1.475000, 0.128900, 0.001500, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 42, 244, 3.117106, 999981, 19, 0, 19, 0, 0, 0, 2.39483e-05, 0.00369393, 2.06435e-16, 0.944692, 0.004000, 0.007100, 0.008300, 0.017600, 0.028800, 0.058400, 0.102800, 0.210500,  3.348100, 74.382200, 19.609800, 1.999200, 0.197400, 0.022300, 0.001400, 0.000200

LT, 60, 90, 1000, 2000, 0, 255, 315, 1.744152, 999992, 8, 0, 2, 6, 0, 0, 1.30683e-08, 2.22561e-06, 1.90161e-14, 0.00181132, 0.000000, 0.000000, 0.000200, 0.001100, 0.008500, 0.056400, 0.479600, 5.188700,  49.417400, 38.803400, 5.488500, 0.517300, 0.037800, 0.000300, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 255, 315, 3.502793, 999980, 20, 0, 20, 0, 0, 0, 2.2551e-05, 0.00276044, 2.75855e-16, 0.988428, 0.006000, 0.010700, 0.016400, 0.027000, 0.050300, 0.100500, 0.186800, 0.399700,  4.844600, 74.410100, 17.909200, 1.835200, 0.181700, 0.016800, 0.002800, 0.000200

LT, 60, 90, 1000, 2000, 0, 72, 232, 1.964041, 999995, 5, 0, 0, 5, 0, 0, 7.69165e-09, 1.93485e-06, 2.50371e-14, 0.00142795, 0.000000, 0.000000, 0.000100, 0.001500, 0.004000, 0.015300, 0.087900, 0.644700,  7.309900, 64.242900, 24.874300, 2.562000, 0.248100, 0.008800, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 72, 232, 3.204117, 999998, 2, 0, 2, 0, 0, 0, 1.98883e-06, 0.000765603, 5.28898e-16, 0.529429, 0.000500, 0.001900, 0.002000, 0.004600, 0.008700, 0.015800, 0.032900, 0.080800,  0.267000, 54.087200, 40.534500, 4.462600, 0.451500, 0.044900, 0.004600, 0.000300

LT, 60, 90, 1000, 2000, 0, 175, 184, 1.695125, 999974, 26, 0, 2, 24, 0, 0, 2.78551e-07, 7.71507e-05, 5.82433e-13, 0.0554041, 0.000000, 0.000300, 0.003700, 0.014600, 0.069400, 0.199200, 0.760200, 60.087300,  34.819500, 3.672100, 0.346300, 0.024600, 0.000200, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 175, 184, 3.287219, 999999, 1, 0, 1, 0, 0, 0, 1.74334e-08, 7.29837e-06, 1.08675e-14, 0.0071347, 0.000000, 0.000000, 0.000200, 0.000300, 0.003600, 0.017900, 0.148700, 19.435200,  68.740700, 10.469500, 1.066000, 0.104900, 0.011900, 0.001000, 0.000000, 0.000000

LT, 60, 90, 1000, 2000, 0, 2, 7, 1.864203, 999946, 54, 0, 20, 34, 0, 0, 7.0445e-05, 0.000933343, 2.61302e-11, 0.460875, 0.001400, 0.016000, 0.172800, 20.071800, 50.448500, 20.364500, 6.911100, 1.778600,  0.208200, 0.020700, 0.001000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 2, 7, 3.496287, 999035, 965, 0, 953, 12, 0, 0, 0.00114749, 0.0176831, 1.76456e-14, 0.995941, 0.429000, 0.392100, 0.578000, 1.293700, 2.950600, 9.976400, 48.009200, 32.258200,  3.612000, 0.363800, 0.037200, 0.003200, 0.000000, 0.000100, 0.000000, 0.000000

LT, 60, 90, 1000, 2000, 0, 14, 191, 5.404520, 999999, 1, 0, 0, 1, 0, 0, 2.1647e-08, 1.9702e-06, 8.38891e-14, 0.00137243, 0.000000, 0.000000, 0.000100, 0.001900, 0.011700, 0.113600, 1.161100, 19.515400,  48.316000, 24.330200, 5.917200, 0.601100, 0.031500, 0.000100, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 14, 191, 4.496603, 1000000, 0, 0, 0, 0, 0, 0, 2.00314e-07, 0.000177847, 1.51601e-15, 0.177609, 0.000100, 0.000000, 0.000400, 0.000900, 0.002100, 0.009500, 0.048900, 1.364200,  71.284900, 24.465900, 2.538100, 0.259300, 0.023000, 0.002400, 0.000300, 0.000000

LT, 60, 90, 1000, 2000, 0, 29, 305, 1.767025, 999995, 5, 0, 0, 5, 0, 0, 1.1958e-08, 1.68132e-06, 5.5306e-14, 0.00149037, 0.000000, 0.000000, 0.000100, 0.001000, 0.006000, 0.050000, 0.440300, 9.703100,  56.225100, 28.924700, 4.222600, 0.400200, 0.025900, 0.000500, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 29, 305, 3.153629, 999970, 30, 0, 28, 2, 0, 0, 3.00676e-05, 0.00315685, 9.602e-16, 0.97441, 0.009000, 0.015000, 0.020100, 0.035700, 0.067500, 0.129500, 0.231300, 0.603800,  24.040900, 64.724300, 9.091600, 0.923200, 0.094900, 0.009400, 0.000700, 0.000100

LT, 60, 90, 1000, 2000, 0, 45, 65, 1.773275, 999983, 17, 0, 4, 13, 0, 0, 8.28363e-08, 7.89564e-06, 5.11591e-13, 0.00480103, 0.000000, 0.000000, 0.000800, 0.006900, 0.040800, 0.343300, 3.675500, 42.573800,  45.806400, 6.835300, 0.655500, 0.058300, 0.001700, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 45, 65, 3.218459, 999951, 49, 0, 49, 0, 0, 0, 3.73067e-05, 0.00344425, 6.7634e-16, 0.983631, 0.012700, 0.018000, 0.025400, 0.046600, 0.087400, 0.160000, 0.318200, 1.055600,  51.686800, 41.451400, 4.616200, 0.460800, 0.050900, 0.004500, 0.000300, 0.000300

LT, 60, 90, 1000, 2000, 0, 77, 270, 1.900121, 999999, 1, 0, 0, 1, 0, 0, 5.03304e-09, 1.15941e-06, 3.09668e-14, 0.00065074, 0.000000, 0.000000, 0.000000, 0.000800, 0.002900, 0.011200, 0.067400, 0.502800,  6.302600, 64.443600, 25.732400, 2.670800, 0.259100, 0.006300, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 77, 270, 3.084699, 999990, 10, 0, 10, 0, 0, 0, 1.69784e-05, 0.00280776, 7.3189e-16, 0.896889, 0.004100, 0.005300, 0.006800, 0.013200, 0.024900, 0.045300, 0.087700, 0.174900,  0.473000, 55.838900, 38.646400, 4.209200, 0.421900, 0.042800, 0.004400, 0.000200

LT, 60, 90, 1000, 2000, 0, 93, 189, 1.778409, 999998, 2, 0, 2, 0, 0, 0, 2.59784e-08, 7.30749e-06, 2.33108e-14, 0.00429614, 0.000000, 0.000000, 0.000900, 0.000700, 0.005900, 0.023100, 0.105000, 0.807000,  9.244100, 67.961600, 19.701200, 1.961400, 0.184500, 0.004400, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 93, 189, 3.391273, 999992, 8, 0, 8, 0, 0, 0, 1.0407e-05, 0.00215399, 5.17855e-16, 0.843139, 0.002400, 0.003700, 0.005500, 0.009500, 0.018900, 0.034700, 0.064700, 0.138300,  0.395700, 48.969900, 44.785100, 5.004500, 0.506400, 0.054400, 0.005400, 0.000100

LT, 60, 90, 1000, 2000, 0, 102, 333, 1.899324, 999996, 4, 0, 1, 3, 0, 0, 1.3061e-08, 2.87602e-06, 3.22187e-14, 0.00270309, 0.000000, 0.000000, 0.000100, 0.001600, 0.006200, 0.044200, 0.427000, 4.566200,  47.514100, 38.137500, 8.402500, 0.833700, 0.065600, 0.000900, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 102, 333, 3.168980, 999980, 20, 0, 20, 0, 0, 0, 2.88072e-05, 0.00342502, 1.73915e-15, 0.912967, 0.007000, 0.010600, 0.013900, 0.023100, 0.041000, 0.076200, 0.147700, 0.322500,  25.223200, 64.282200, 8.871700, 0.881000, 0.087900, 0.009300, 0.000700, 0.000000

LT, 60, 90, 1000, 2000, 0, 68, 201, 6.352745, 999998, 2, 0, 0, 2, 0, 0, 1.49576e-08, 5.19063e-06, 2.10641e-14, 0.0038338, 0.000000, 0.000000, 0.000200, 0.001300, 0.003700, 0.017000, 0.101100, 0.848500,  9.936100, 65.223000, 21.457700, 2.203500, 0.201100, 0.006600, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 68, 201, 3.096434, 999996, 4, 0, 4, 0, 0, 0, 4.6486e-06, 0.00168354, 3.31471e-16, 0.987586, 0.000600, 0.002200, 0.002100, 0.003500, 0.005900, 0.016100, 0.029900, 0.065800,  0.247400, 56.459700, 38.500900, 4.197400, 0.424800, 0.039100, 0.003900, 0.000300

LT, 60, 90, 1000, 2000, 0, 173, 188, 1.940698, 999982, 18, 0, 5, 13, 0, 0, 2.2065e-07, 8.54282e-05, 2.58636e-13, 0.0757293, 0.000000, 0.000200, 0.002400, 0.007700, 0.036000, 0.148400, 0.389400, 21.429700,  66.821600, 10.118800, 0.958700, 0.082400, 0.002900, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 173, 188, 3.657698, 1000000, 0, 0, 0, 0, 0, 0, 1.07275e-08, 5.10979e-06, 2.17918e-15, 0.00438727, 0.000000, 0.000000, 0.000200, 0.000200, 0.001200, 0.007200, 0.056300, 0.838700,  68.084900, 27.813700, 2.878800, 0.288000, 0.028400, 0.002100, 0.000300, 0.000000

LT, 60, 90, 1000, 2000, 0, 145, 201, 2.024416, 999993, 7, 0, 0, 7, 0, 0, 5.50298e-08, 2.29505e-05, 5.61853e-14, 0.0173141, 0.000000, 0.000200, 0.000500, 0.002300, 0.009400, 0.025600, 0.121300, 0.803800,  17.949700, 68.172100, 11.682700, 1.129900, 0.101000, 0.000800, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 145, 201, 3.367726, 999997, 3, 0, 3, 0, 0, 0, 1.4768e-06, 0.000471699, 9.61912e-16, 0.265335, 0.000700, 0.000800, 0.000800, 0.002800, 0.004800, 0.007800, 0.019700, 0.052200,  0.471400, 65.088100, 30.695600, 3.289700, 0.328900, 0.032800, 0.003500, 0.000100

LT, 60, 90, 1000, 2000, 0, 154, 323, 1.952670, 999995, 5, 0, 1, 4, 0, 0, 2.36308e-08, 1.3699e-05, 4.06922e-14, 0.0130855, 0.000000, 0.000100, 0.000100, 0.001000, 0.004000, 0.024400, 0.197500, 1.834700,  29.716500, 51.660500, 14.899400, 1.523600, 0.135400, 0.002300, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 154, 323, 3.125181, 1000000, 0, 0, 0, 0, 0, 0, 2.57671e-06, 0.000915197, 3.6502e-16, 0.51442, 0.000800, 0.000800, 0.000900, 0.001800, 0.003800, 0.006100, 0.020200, 0.073100,  6.784100, 75.230700, 16.068400, 1.627300, 0.164800, 0.015300, 0.001600, 0.000300

LT, 60, 90, 1000, 2000, 0, 199, 355, 1.868057, 999997, 3, 0, 1, 2, 0, 0, 1.8885e-07, 3.51882e-05, 8.26623e-14, 0.0328718, 0.000000, 0.000100, 0.000900, 0.009300, 0.091700, 0.941900, 14.178200, 49.715400,  23.500900, 9.208600, 2.147500, 0.201000, 0.004100, 0.000100, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 199, 355, 3.099910, 999976, 24, 0, 24, 0, 0, 0, 2.12199e-05, 0.0030503, 2.95476e-14, 0.892685, 0.005200, 0.006900, 0.008600, 0.020400, 0.037400, 0.075200, 0.414400, 64.736900,  31.066100, 3.256200, 0.331500, 0.035100, 0.003400, 0.000300, 0.000000, 0.000000

LT, 60, 90, 1000, 2000, 0, 1, 2, 1.813564, 999618, 382, 0, 114, 268, 0, 0, 0.00530178, 0.0106982, 4.66241e-10, 0.999502, 0.066800, 17.114300, 46.461000, 24.147700, 8.672600, 2.899200, 0.552500, 0.043200,  0.004200, 0.000300, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 60, 90, 1000, 2000, 0, 1, 2, 3.477571, 992185, 7815, 0, 7542, 96, 0, 177, 0.00962822, 0.0519989, 7.76669e-13, 0.999837, 3.444400, 3.270700, 4.956800, 11.516300, 24.186000, 30.894100, 18.529500, 2.179800,  0.217700, 0.021400, 0.001500, 0.000200, 0.000100, 0.000000, 0.000000, 0.000000



